year,region,exposure.code,coastal.code,latitude,longitude,depth,crust,understory,kelp,urchin,month,day,survey,site,desm
2017,downeast,4,3,44.7107,-67.1152,5,95,6.5,1,39.8,6,16,rasher_steneck,93,NA
2017,downeast,4,3,44.7507,-67.0697,5,75,35,63,0,6,16,rasher_steneck,95,NA
2018,midcoast,3,3,43.8982,-69.3081,5,62,62.5,48.5,0.1,5,10,rasher_steneck,5,NA
2018,penobscot.bay,4,3,43.9751,-69.1343,5,63.5,77.5,48.5,0,5,11,rasher_steneck,14,NA
2018,penobscot.bay,4,4,43.8939,-69.12,5,44,85,38.5,0,5,11,rasher_steneck,15,NA
2018,penobscot.bay,3,3,43.9842,-69.0715,5,59.5,78.5,54.5,0,5,11,rasher_steneck,11,NA
2018,mdi,3,4,44.1497,-68.4548,5,44.5,66.5,91,0,5,15,rasher_steneck,28,NA
2018,mdi,5,4,44.1031,-68.3424,5,74,81.5,28,0,5,15,rasher_steneck,32,NA
2018,mdi,3,4,44.2603,-68.2076,5,74.5,77,60.5,0,5,14,rasher_steneck,27,NA
2018,mdi,3,3,44.3641,-68.0985,5,63,85.5,44,0,5,14,rasher_steneck,25,NA
2018,downeast,4,3,44.3401,-68.0421,5,85.5,34.5,42,0,5,14,rasher_steneck,24,NA
2018,downeast,4,3,44.3939,-68.0125,5,77.5,72.5,61.5,0,5,14,rasher_steneck,21,NA
2018,downeast,3,3,44.4034,-68.011,5,75.5,79.5,43,0,5,14,rasher_steneck,20,NA
2018,downeast,3,3,44.4028,-67.9605,5,75.5,63,90.5,0,5,14,rasher_steneck,19,NA
2018,downeast,4,3,44.407,-67.9229,5,65.5,78,68.5,0,5,14,rasher_steneck,17,NA
2018,downeast,4,4,44.5762,-67.4549,5,57,78.5,40,0,5,21,rasher_steneck,77,NA
2018,downeast,3,3,44.6006,-67.4466,5,70,79,35.5,1.5,5,21,rasher_steneck,76,NA
2018,downeast,5,4,44.5542,-67.4417,5,82,75.5,9,0,5,19,rasher_steneck,48,NA
2018,downeast,3,3,44.6395,-67.2577,5,34,45,63.5,0,5,21,rasher_steneck,73,NA
2018,downeast,3,3,44.6408,-67.2443,5,22.5,72.5,46.5,0,5,21,rasher_steneck,72,NA
2018,downeast,3,3,44.6626,-67.1862,5,72,73,82.5,0,5,19,rasher_steneck,51,NA
2018,downeast,4,3,44.7066,-67.1154,5,76.5,76,40.5,0,5,19,rasher_steneck,52,NA
2018,downeast,4,3,44.7551,-67.0623,5,66,83,40.5,0,5,19,rasher_steneck,54,NA
2001,york,4,3,43.06709,-70.66749,10,17,87,18.5,0,6,13,rasher_steneck,42,NA
2001,york,4,3,43.28014,-70.55645,10,61.5,72.5,41,0,6,13,rasher_steneck,47,NA
2001,york,4,3,43.40849,-70.38046,10,59.5,87.5,11.2,0.1,6,14,rasher_steneck,56,NA
2001,york,4,4,43.50783,-70.32038,10,18.5,90.5,2.7,0.1,6,14,rasher_steneck,61,NA
2001,york,4,3,43.52791,-70.30401,10,48.7,80.5,23,0,6,14,rasher_steneck,62,NA
2001,casco.bay,3,3,43.75199,-69.9342,10,81.5,60,88.5,0,6,15,rasher_steneck,70,NA
2001,midcoast,3,3,43.80221,-69.63056,10,26,57,4.8,0.6,6,5,rasher_steneck,9,NA
2001,midcoast,3,4,43.78165,-69.61044,10,17,71.2,6.1,0,6,5,rasher_steneck,8,NA
2001,midcoast,3,3,43.90658,-69.30775,10,70.5,44.5,29,0.3,6,18,rasher_steneck,75,NA
2001,midcoast,3,3,43.90006,-69.28716,10,19.2,37.5,41.6,0,6,18,rasher_steneck,76,NA
2001,penobscot.bay,3,3,43.91638,-69.21494,10,100,1.9,0.9,19.3,6,19,rasher_steneck,84,NA
2001,penobscot.bay,4,3,43.97099,-69.09692,10,74,64.5,36.5,4.6,6,19,rasher_steneck,83,NA
2001,mdi,3,4,44.13106,-68.40311,10,47,85,23,0.2,7,5,rasher_steneck,158,NA
2001,downeast,4,3,44.38911,-67.96743,10,85,13,17.5,8.5,7,10,rasher_steneck,167,NA
2001,downeast,4,3,44.38902,-67.96101,10,100,2.3,0,42.8,7,10,rasher_steneck,166,NA
2001,downeast,3,3,44.40725,-67.96043,10,52,62.5,5.9,0.3,7,10,rasher_steneck,164,NA
2001,downeast,3,3,44.41131,-67.91079,10,97,7.6,58,10.8,7,10,rasher_steneck,169,NA
2001,downeast,3,3,44.41121,-67.88523,10,82.5,24.7,1,0.3,7,17,rasher_steneck,209,NA
2001,downeast,4,4,44.39758,-67.8667,10,99,60,13.9,1.7,7,17,rasher_steneck,208,NA
2001,downeast,4,4,44.40659,-67.86653,10,99.5,1.1,23,6.3,7,17,rasher_steneck,210,NA
2001,downeast,3,3,44.47852,-67.80993,10,100,0.3,0,33.9,7,18,rasher_steneck,217,NA
2001,downeast,5,5,44.38803,-67.78524,10,100,1.9,0,30.1,7,17,rasher_steneck,207,NA
2001,downeast,3,4,44.48045,-67.75111,10,86.5,37.5,17.9,5.8,7,18,rasher_steneck,219,NA
2001,downeast,3,4,44.47481,-67.67655,10,24.5,65,75,0.8,7,19,rasher_steneck,222,NA
2001,downeast,3,3,44.49083,-67.67248,10,69,19.9,48.7,1.3,7,19,rasher_steneck,225,NA
2001,downeast,4,4,44.57199,-67.40965,10,82,49,71,6.9,7,24,rasher_steneck,232,NA
2001,downeast,3,3,44.61639,-67.37083,10,77,53.5,73.5,1.6,7,25,rasher_steneck,241,NA
2001,downeast,3,3,44.5983,-67.36613,10,75,9.4,12,21.5,7,25,rasher_steneck,240,NA
2001,downeast,4,4,44.56679,-67.36595,10,88.5,75,44,1.3,7,26,rasher_steneck,251,NA
2001,downeast,3,3,44.64724,-67.33172,10,83,55,42.5,1.6,7,25,rasher_steneck,242,NA
2001,downeast,4,4,44.61868,-67.23797,10,74,36.5,99,2.5,7,26,rasher_steneck,247,NA
2001,downeast,5,3,44.64483,-67.18714,10,100,3.6,47.5,13.4,7,26,rasher_steneck,244,NA
2001,downeast,4,3,44.6624,-67.16127,10,92,53,40.5,16.1,7,27,rasher_steneck,252,NA
2001,downeast,4,3,44.69334,-67.12844,10,99.5,1.9,3,41.9,7,27,rasher_steneck,254,NA
2001,downeast,4,3,44.75526,-67.06267,10,96,0.7,15.5,25,7,27,rasher_steneck,258,NA
2002,york,5,4,43.099619,-70.588425,10,82.5,97,4.2,0,5,15,rasher_steneck,2,NA
2002,york,3,3,43.45833,-70.33,10,71.3,66,5.9,0,5,15,rasher_steneck,6,NA
2002,casco.bay,3,3,43.590952,-70.198551,10,69.5,78.5,17.9,0,5,15,rasher_steneck,8,NA
2002,casco.bay,3,3,43.690687,-70.145069,10,21,82,7.2,0,5,16,rasher_steneck,17,NA
2002,casco.bay,5,5,43.651501,-70.043663,10,73.5,97,34,0,5,16,rasher_steneck,14,NA
2002,casco.bay,4,4,43.714928,-70.012772,10,82,92.5,6.4,0,5,16,rasher_steneck,15,NA
2002,casco.bay,5,4,43.7071,-69.890522,10,49,78,0.6,0,6,17,rasher_steneck,25,NA
2002,midcoast,3,4,43.798107,-69.601684,10,77.5,87,5.2,3.7,5,20,rasher_steneck,35,NA
2002,midcoast,3,3,43.884171,-69.439068,10,100,2,0.7,27.6,5,22,rasher_steneck,48,NA
2002,midcoast,4,4,43.857403,-69.363964,10,100,40,0,0.1,5,28,rasher_steneck,53,NA
2002,midcoast,3,4,43.907124,-69.296219,10,71.5,89,11.5,0.3,5,28,rasher_steneck,56,NA
2002,penobscot.bay,4,3,43.916378,-69.214935,10,100,58.5,13.5,10.9,5,29,rasher_steneck,68,NA
2002,penobscot.bay,3,3,43.952471,-69.19001,10,19.5,81,26,0,5,29,rasher_steneck,67,NA
2002,penobscot.bay,4,3,43.970543,-69.171272,10,100,18.4,2,43.6,5,30,rasher_steneck,76,NA
2002,penobscot.bay,4,4,43.975245,-69.109142,10,93,75,13,7.7,5,30,rasher_steneck,75,NA
2002,penobscot.bay,4,4,43.967869,-69.101345,10,100,78.5,22.5,3.5,5,30,rasher_steneck,74,NA
2002,penobscot.bay,4,4,43.990383,-69.043098,10,100,74.5,5.5,8.8,5,30,rasher_steneck,73,NA
2002,penobscot.bay,5,4,43.899021,-69.015663,10,100,37,28.5,28,5,29,rasher_steneck,64,NA
2002,penobscot.bay,4,4,44.025583,-68.859455,10,69.5,79,62.5,0,6,3,rasher_steneck,83,NA
2002,penobscot.bay,3,4,44.043585,-68.784626,10,88.5,78.5,29,0,6,3,rasher_steneck,81,NA
2002,penobscot.bay,3,3,44.069803,-68.665844,10,96,12,36,3.1,6,6,rasher_steneck,91,NA
2002,penobscot.bay,4,4,44.033728,-68.657218,10,95.5,47,35.5,0,6,6,rasher_steneck,98,NA
2002,penobscot.bay,3,4,44.015404,-68.609039,10,90,68,35,0,6,5,rasher_steneck,87,NA
2002,mdi,3,4,44.055712,-68.578571,10,46,65,39.5,0,6,5,rasher_steneck,86,NA
2002,mdi,3,4,44.104546,-68.478279,10,74,78,60,0.5,6,10,rasher_steneck,112,NA
2002,mdi,3,3,44.135448,-68.452972,10,93,22.5,60.5,0,6,10,rasher_steneck,121,NA
2002,mdi,5,4,44.09963,-68.415348,10,91,20.2,14,0.9,6,10,rasher_steneck,114,NA
2002,mdi,3,4,44.166731,-68.351357,10,93,18.5,21.5,0.1,6,7,rasher_steneck,106,NA
2002,mdi,4,4,44.237915,-68.245216,10,100,29.5,52.7,1.3,6,11,rasher_steneck,123,NA
2002,mdi,3,3,44.372208,-68.11187,10,94.5,12.2,13,15,6,18,rasher_steneck,139,NA
2002,mdi,4,3,44.349586,-68.093441,10,100,35.7,10.9,10,6,18,rasher_steneck,137,NA
2002,downeast,5,5,44.371498,-68.004925,10,100,46,19,7.3,6,17,rasher_steneck,134,NA
2002,downeast,3,3,44.389122,-67.986633,10,100,4.5,0.5,10.8,6,17,rasher_steneck,133,NA
2002,downeast,4,3,44.393673,-67.954693,10,100,2,2,22.5,6,17,rasher_steneck,130,NA
2002,downeast,4,3,44.398499,-67.942669,10,100,38.5,23,0.3,6,17,rasher_steneck,129,NA
2002,downeast,4,3,44.397837,-67.90432,10,100,1.2,0,27.1,6,17,rasher_steneck,127,NA
2002,downeast,4,4,44.402128,-67.872879,10,88,76,45.5,0,6,25,rasher_steneck,156,NA
2002,downeast,3,3,44.428997,-67.851578,10,90.5,52.5,17,3.3,6,25,rasher_steneck,155,NA
2002,downeast,3,3,44.490295,-67.636499,10,100,0,0,23.7,6,26,rasher_steneck,176,NA
2002,downeast,5,5,44.43169,-67.633411,10,72.5,96.5,36.5,0,6,26,rasher_steneck,170,NA
2002,downeast,3,3,44.555111,-67.520045,10,85.5,38.5,71.5,1,7,1,rasher_steneck,177,NA
2002,downeast,3,3,44.505568,-67.512157,10,59.5,87,32,3.4,6,26,rasher_steneck,174,NA
2002,downeast,3,3,44.59483,-67.427773,10,90.5,28.5,68,1.8,7,1,rasher_steneck,184,NA
2002,downeast,3,3,44.59391,-67.371464,10,83,66.5,39.5,1.4,7,1,rasher_steneck,187,NA
2002,downeast,4,4,44.60202,-67.320541,10,81,0,3,31.3,7,1,rasher_steneck,190,NA
2002,downeast,4,4,44.605604,-67.26631,10,86.5,13,35.5,19.5,7,1,rasher_steneck,191,NA
2002,downeast,4,3,44.636248,-67.224937,10,77.5,63,66.5,3.4,7,1,rasher_steneck,192,NA
2002,downeast,3,3,44.6584,-67.18971,10,92,0,35,23.1,7,2,rasher_steneck,193,NA
2002,downeast,5,3,44.665577,-67.16087,10,91,60,65.5,12.8,7,2,rasher_steneck,194,NA
2002,downeast,4,3,44.680159,-67.147671,10,100,0,21.5,17,7,2,rasher_steneck,197,NA
2002,downeast,4,3,44.706638,-67.115479,10,93.5,0,5.5,48.5,7,2,rasher_steneck,198,NA
2003,york,4,4,43.10357,-70.63169,10,27,89,10,0,5,14,rasher_steneck,2,NA
2003,york,4,4,43.00497,-70.597,10,15.9,21.5,1.9,0.6,5,14,rasher_steneck,3,NA
2003,york,3,3,43.167,-70.59019,10,81,85,11,0.1,5,14,rasher_steneck,5,NA
2003,york,4,4,43.27567,-70.55851,10,55.5,95,3.2,0,5,14,rasher_steneck,8,NA
2003,casco.bay,5,4,43.64601,-70.11919,10,21,95,10,0,5,15,rasher_steneck,13,NA
2003,casco.bay,5,4,43.67342,-70.08861,10,31,84.5,22,0.1,5,15,rasher_steneck,15,NA
2003,casco.bay,5,4,43.71057,-70.002440000000007,10,84,79.5,58,0.1,5,16,rasher_steneck,22,NA
2003,casco.bay,3,3,43.73849,-69.92849,10,93,67,3.7,0.6,5,16,rasher_steneck,23,NA
2003,casco.bay,3,3,43.72968,-69.87191,10,81,76.5,19.5,0.1,5,16,rasher_steneck,25,NA
2003,midcoast,4,3,43.77991,-69.65583,10,57.5,82,13.5,0.2,5,20,rasher_steneck,30,NA
2003,midcoast,4,4,43.79362,-69.59834,10,46,78,14.5,0,5,21,rasher_steneck,39,NA
2003,midcoast,3,3,43.80266,-69.58722,10,61,78.5,38.5,0.1,5,21,rasher_steneck,40,NA
2003,midcoast,3,3,43.82979,-69.54659,10,72,88,33.5,0.3,5,21,rasher_steneck,41,NA
2003,midcoast,4,3,43.85248,-69.49445,10,92.5,68.5,75.5,0.1,5,22,rasher_steneck,45,NA
2003,midcoast,3,3,43.88809,-69.46879,10,65,84.5,36.2,0,5,22,rasher_steneck,47,NA
2003,midcoast,4,4,43.86213,-69.28924,10,98.5,31,7.7,22.6,5,27,rasher_steneck,57,NA
2003,midcoast,3,3,43.89822,-69.26452,10,76.5,50.5,13,1.1,5,27,rasher_steneck,59,NA
2003,penobscot.bay,3,3,43.966,-69.18378,10,43,82,16,0,5,29,rasher_steneck,74,NA
2003,penobscot.bay,4,4,43.88965,-69.12922,10,43,76,18,0,5,28,rasher_steneck,61,NA
2003,penobscot.bay,3,3,43.97971,-69.12259,10,61.5,75,32,0.5,5,29,rasher_steneck,73,NA
2003,penobscot.bay,5,4,43.86717,-69.12148,10,68,78,36,0.3,5,28,rasher_steneck,62,NA
2003,penobscot.bay,3,3,44.03397,-69.0469,10,55.5,89.5,8,0,5,29,rasher_steneck,69,NA
2003,penobscot.bay,5,4,43.92593,-69.04681,10,90.5,23.5,36,10.2,5,28,rasher_steneck,65,NA
2003,penobscot.bay,5,4,43.89904,-69.0094,10,85,66,37,2.3,5,28,rasher_steneck,64,NA
2003,penobscot.bay,3,3,44.07493,-68.90949,10,56.7,26.7,8.3,0,6,2,rasher_steneck,81,NA
2003,penobscot.bay,5,4,44.01216,-68.83483,10,62,89.5,14,0.1,6,3,rasher_steneck,85,NA
2003,penobscot.bay,4,4,44.0435,-68.77209,10,86.5,63.5,2,0,6,3,rasher_steneck,88,NA
2003,penobscot.bay,5,5,44.00297,-68.76596,10,74,88.5,31,1.6,6,3,rasher_steneck,87,NA
2003,penobscot.bay,4,4,44.06534,-68.67213,10,85.5,26.5,16,1.7,6,3,rasher_steneck,90,NA
2003,penobscot.bay,5,5,44.00269,-68.65365,10,75,79.5,55.5,0.7,6,3,rasher_steneck,89,NA
2003,penobscot.bay,3,4,44.0199,-68.60991,10,72,60,9,0,6,4,rasher_steneck,95,NA
2003,mdi,4,4,44.04203,-68.55328,10,64.5,56,16,0,6,4,rasher_steneck,96,NA
2003,mdi,4,4,44.10944,-68.53449,10,68,66.5,15.5,0,6,4,rasher_steneck,101,NA
2003,mdi,4,4,44.08216,-68.49644,10,76,82.5,67,1.1,6,4,rasher_steneck,100,NA
2003,mdi,3,4,44.11361,-68.48447,10,51.5,73,6.5,0,6,9,rasher_steneck,109,NA
2003,mdi,3,4,44.13936,-68.39676,10,65.5,85.5,13.5,0,6,10,rasher_steneck,114,NA
2003,mdi,3,4,44.15414,-68.33966,10,99.5,29,18.5,0,6,10,rasher_steneck,115,NA
2003,mdi,4,4,44.17505,-68.24911,10,96.5,38.5,3.9,20.3,6,10,rasher_steneck,120,NA
2003,mdi,3,3,44.2956,-68.21233,10,99,30.5,5.5,1.4,6,10,rasher_steneck,125,NA
2003,mdi,3,4,44.24672,-68.19525,10,100,5.5,1,12.5,6,10,rasher_steneck,123,NA
2003,mdi,3,3,44.34962,-68.09968,10,100,10,9.2,39.6,6,17,rasher_steneck,146,NA
2003,mdi,4,4,44.34495,-68.07471,10,89.5,51.5,19.5,15.6,6,17,rasher_steneck,144,NA
2003,downeast,4,3,44.35362,-68.02432,10,88.5,82.5,18,0,6,17,rasher_steneck,142,NA
2003,downeast,5,5,44.37147,-68.00073,10,86.5,59,44,0,6,16,rasher_steneck,135,NA
2003,downeast,5,5,44.36687,-67.9865,10,98,15.5,27.5,21.1,6,16,rasher_steneck,134,NA
2003,downeast,4,3,44.38488,-67.9862,10,85,41,16.5,12.1,6,16,rasher_steneck,136,NA
2003,downeast,4,3,44.39865,-67.94713,10,96,37,4.5,12.7,6,16,rasher_steneck,131,NA
2003,downeast,5,5,44.36654,-67.93627,10,92,7,3,44.3,6,16,rasher_steneck,128,NA
2003,downeast,4,3,44.40235,-67.90532,10,88,24.5,18,4,6,16,rasher_steneck,129,NA
2003,downeast,4,4,44.37062,-67.87349,10,54.5,67.5,40,0,6,23,rasher_steneck,156,NA
2003,downeast,3,3,44.48285,-67.8254,10,87.5,19.5,12,22.5,6,23,rasher_steneck,151,NA
2003,downeast,4,4,44.4423,-67.82168,10,93,16,7,12.4,6,23,rasher_steneck,152,NA
2003,downeast,3,3,44.48227,-67.73913,10,89.5,17.5,12.5,6.3,6,23,rasher_steneck,163,NA
2003,downeast,5,5,44.43705,-67.70874,10,73.5,54,76.5,3.9,6,23,rasher_steneck,160,NA
2003,downeast,4,4,44.46318,-67.63264,10,88.5,15,49,6.9,6,24,rasher_steneck,166,NA
2003,downeast,3,3,44.48624,-67.63207,10,84,27.5,34.5,0.3,6,24,rasher_steneck,175,NA
2003,downeast,3,3,44.52949,-67.53032,10,62.5,67.5,28,2,6,24,rasher_steneck,174,NA
2003,downeast,4,3,44.49718,-67.51081,10,64.5,49.5,66,3.9,6,24,rasher_steneck,172,NA
2003,downeast,4,4,44.55453,-67.49835,10,21.5,86,70.5,0.1,6,30,rasher_steneck,176,NA
2003,downeast,3,3,44.59395,-67.3754,10,82.5,31.5,79.5,1.2,6,30,rasher_steneck,183,NA
2003,downeast,3,3,44.62528,-67.36485,10,81,8,13.5,9.4,6,30,rasher_steneck,184,NA
2003,downeast,5,4,44.59702,-67.3019,10,34.5,85,13,0.5,6,30,rasher_steneck,185,NA
2003,downeast,4,3,44.64065,-67.20601,10,82,34.5,71.5,2.5,6,30,rasher_steneck,188,NA
2003,downeast,4,3,44.66214,-67.16768,10,94,0,5,42.8,7,1,rasher_steneck,193,NA
2003,downeast,3,3,44.7058,-67.11941,10,86,3.5,40.5,19,7,1,rasher_steneck,196,NA
2003,downeast,4,5,44.50333,-67.1,10,44,82,44,0.2,7,1,rasher_steneck,191,NA
2003,downeast,4,5,44.50667,-67.09283,10,61.5,58,18,6.1,7,1,rasher_steneck,190,NA
2003,downeast,5,5,44.54,-67.09,10,100,0.5,0,24,7,1,rasher_steneck,189,NA
2004,york,4,4,43.0724,-70.6061,10,24,69.5,20.5,0.4,5,10,rasher_steneck,2,NA
2004,york,4,3,43.1627,-70.5962,10,44,71.5,22.5,0,5,10,rasher_steneck,5,NA
2004,york,4,4,43.1236,-70.4784,10,22,90,23.5,0,5,10,rasher_steneck,3,NA
2004,york,4,3,43.5404,-70.2459,10,49,60.5,13.5,0,5,10,rasher_steneck,13,NA
2004,casco.bay,5,5,43.6552,-70.1086,10,18.5,89,22,0,5,11,rasher_steneck,16,NA
2004,casco.bay,3,4,43.7067,-70.0392,10,12.5,69.5,25,0,5,11,rasher_steneck,20,NA
2004,casco.bay,3,3,43.7518,-69.9475,10,25.5,51.5,69,0,5,12,rasher_steneck,22,NA
2004,casco.bay,5,4,43.7158,-69.9469,10,20,93,10.5,2.6,5,11,rasher_steneck,18,NA
2004,casco.bay,3,3,43.7476,-69.8917,10,18,91,14,0.7,5,12,rasher_steneck,24,NA
2004,midcoast,4,4,43.7216,-69.7541,10,19,54,2,0,5,12,rasher_steneck,27,NA
2004,midcoast,3,3,43.7934,-69.6682,10,45.5,78,44,0,5,17,rasher_steneck,31,NA
2004,midcoast,5,5,43.7305,-69.6241,10,15.5,90,12,0,5,17,rasher_steneck,33,NA
2004,midcoast,4,4,43.7982,-69.5889,10,31,73.5,30,0,5,19,rasher_steneck,38,NA
2004,midcoast,5,4,43.7532,-69.5806,10,55,69,56,0.3,5,19,rasher_steneck,39,NA
2004,midcoast,4,3,43.879,-69.4202,10,55.5,66.5,50,0.2,5,20,rasher_steneck,49,NA
2004,midcoast,4,4,43.8576,-69.3143,10,58.5,66.5,82,0,5,25,rasher_steneck,56,NA
2004,midcoast,4,4,43.8848,-69.2522,10,68,56,16,1.8,5,25,rasher_steneck,62,NA
2004,penobscot.bay,5,4,43.8624,-69.2022,10,27.5,51.5,34.5,0,5,25,rasher_steneck,60,NA
2004,penobscot.bay,3,3,43.9615,-69.1838,10,8,96.5,4.5,0,5,26,rasher_steneck,75,NA
2004,penobscot.bay,5,4,43.8626,-69.1277,10,46,75,64,0,5,26,rasher_steneck,66,NA
2004,penobscot.bay,4,4,43.8897,-69.1201,10,47.5,58.5,72,0,5,26,rasher_steneck,68,NA
2004,penobscot.bay,3,3,43.9978,-69.109,10,43.5,60.5,65,0,5,26,rasher_steneck,74,NA
2004,penobscot.bay,5,4,43.8946,-68.9966,10,42,64,77.5,0,5,26,rasher_steneck,70,NA
2004,penobscot.bay,5,5,44.0032,-68.8036,10,51,71.5,25.5,0,6,3,rasher_steneck,83,NA
2004,penobscot.bay,5,5,44.0075,-68.7722,10,48,55,72.5,0,6,3,rasher_steneck,85,NA
2004,penobscot.bay,5,5,44.0117,-68.7288,10,78,40.5,28.5,4.7,6,3,rasher_steneck,86,NA
2004,penobscot.bay,4,4,44.0249,-68.6786,10,70,44,90.5,0,6,4,rasher_steneck,89,NA
2004,mdi,3,4,44.0602,-68.5785,10,27,82.5,21,0,6,4,rasher_steneck,96,NA
2004,mdi,3,3,44.1319,-68.5282,10,11,81.5,20,0,6,4,rasher_steneck,97,NA
2004,mdi,4,4,44.109,-68.4657,10,45.5,68,57,0.4,6,7,rasher_steneck,109,NA
2004,mdi,3,4,44.127,-68.4656,10,53,66,56.5,0,6,7,rasher_steneck,108,NA
2004,mdi,3,4,44.1355,-68.4031,10,32,83.5,32.5,0,6,8,rasher_steneck,115,NA
2004,mdi,4,4,44.1935,-68.3212,10,100,4,1.5,0,6,8,rasher_steneck,120,NA
2004,mdi,4,3,44.2336,-68.258,10,28,75.5,9,0.1,6,8,rasher_steneck,121,NA
2004,mdi,4,4,44.1436,-68.2528,10,69,51.5,78,0,6,8,rasher_steneck,117,NA
2004,mdi,3,3,44.2786,-68.2199,10,83.5,14,24,5.5,6,8,rasher_steneck,125,NA
2004,mdi,3,3,44.2963,-68.2071,10,96,19.5,7,4.3,6,8,rasher_steneck,124,NA
2004,mdi,3,3,44.3636,-68.1757,10,83.5,29.5,69.5,0.1,6,16,rasher_steneck,140,NA
2004,mdi,3,3,44.3456,-68.1731,10,78,42.5,33,6.7,6,16,rasher_steneck,141,NA
2004,mdi,5,3,44.3313,-68.0515,10,94.5,15.5,6.5,15.9,6,16,rasher_steneck,146,NA
2004,downeast,4,3,44.3896,-68.0124,10,88.5,43,25,0.1,6,15,rasher_steneck,138,NA
2004,downeast,5,5,44.3669,-67.9976,10,81.5,57,57.5,0.1,6,15,rasher_steneck,137,NA
2004,downeast,3,3,44.3937,-67.961,10,41.5,71.5,50.5,0,6,15,rasher_steneck,136,NA
2004,downeast,3,4,44.407,-67.9229,10,27,76.5,16.5,0,6,15,rasher_steneck,132,NA
2004,downeast,4,4,44.4066,-67.8728,10,15,85.5,36.5,0,6,23,rasher_steneck,153,NA
2004,downeast,4,4,44.4737,-67.8037,10,90,8.5,9.5,14.6,6,23,rasher_steneck,151,NA
2004,downeast,3,4,44.4684,-67.7331,10,52,67.5,77.5,0,6,23,rasher_steneck,159,NA
2004,downeast,3,3,44.4956,-67.7199,10,39,69,32,0,6,23,rasher_steneck,158,NA
2004,downeast,5,5,44.4371,-67.7149,10,78.5,41,33.5,18.2,6,23,rasher_steneck,154,NA
2004,downeast,4,4,44.4594,-67.6769,10,80,31,40.5,3.5,6,23,rasher_steneck,155,NA
2004,downeast,3,3,44.5559,-67.5233,10,69,38.5,73.5,1.3,6,29,rasher_steneck,176,NA
2004,downeast,3,4,44.5025,-67.5121,10,86.5,15,44.5,11.5,6,24,rasher_steneck,173,NA
2004,downeast,3,4,44.5763,-67.3959,10,35.5,77.5,33.5,0,6,29,rasher_steneck,183,NA
2004,downeast,3,3,44.6245,-67.3679,10,98,5,0,6.3,6,29,rasher_steneck,185,NA
2004,downeast,4,3,44.6391,-67.2123,10,83,25,21,22.2,6,29,rasher_steneck,189,NA
2004,downeast,3,3,44.6461,-67.1912,10,70.5,34.5,67.5,1.7,6,29,rasher_steneck,190,NA
2004,downeast,3,3,44.6713,-67.1545,10,86.5,0.5,19.5,21.4,6,30,rasher_steneck,192,NA
2004,downeast,5,5,44.5281,-67.0965,10,73.5,36.5,92,0,6,30,rasher_steneck,195,NA
2004,downeast,5,5,44.5386,-67.0864,10,82,58.5,50,2.7,6,30,rasher_steneck,193,NA
2004,downeast,3,3,44.7725,-67.0185,10,82.5,2.5,3.5,9.8,6,30,rasher_steneck,198,NA
2005,york,4,3,43.0672,-70.6614,10,58.5,76.5,13,0,5,12,rasher_steneck,1,NA
2005,york,4,3,43.1081,-70.6318,10,49,77.5,20.5,0,5,12,rasher_steneck,2,NA
2005,york,4,3,43.2258,-70.579,10,54.5,59.5,21.5,3.8,5,12,rasher_steneck,5,NA
2005,york,4,3,43.4406,-70.3318,10,53,77.5,12,0.1,5,12,rasher_steneck,8,NA
2005,casco.bay,4,4,43.6317,-70.181,10,21.5,69,35,0,5,13,rasher_steneck,10,NA
2005,casco.bay,5,4,43.5555,-70.155,10,31,79,12,0,5,13,rasher_steneck,9,NA
2005,casco.bay,4,4,43.6961,-70.0768,10,28,80.5,16,0,5,13,rasher_steneck,14,NA
2005,casco.bay,3,4,43.7102,-70.0336,10,15.5,71.5,27,0,5,13,rasher_steneck,15,NA
2005,casco.bay,4,3,43.6988,-69.8349,10,72,49.5,5.5,1,5,17,rasher_steneck,19,NA
2005,midcoast,3,3,43.8115,-69.6252,10,13,77,9.5,0,5,18,rasher_steneck,23,NA
2005,midcoast,4,4,43.7891,-69.5997,10,15,89.5,19,0,5,18,rasher_steneck,25,NA
2005,midcoast,4,4,43.7937,-69.5726,10,46,79.5,7.5,0,5,18,rasher_steneck,26,NA
2005,midcoast,4,4,43.8163,-69.5506,10,64.5,63,41.5,0.2,5,18,rasher_steneck,28,NA
2005,midcoast,3,3,43.8389,-69.5154,10,32,72.5,32,0,5,19,rasher_steneck,31,NA
2005,midcoast,4,4,43.8616,-69.4452,10,46.5,84.5,12,0.1,5,19,rasher_steneck,37,NA
2005,midcoast,3,3,43.8887,-69.4409,10,51.5,70,43,0.5,5,19,rasher_steneck,36,NA
2005,midcoast,3,4,43.8891,-69.3019,10,48.5,55.5,69,0,5,28,rasher_steneck,41,NA
2005,midcoast,3,4,43.8891,-69.2894,10,59.5,59,22,0,5,28,rasher_steneck,42,NA
2005,penobscot.bay,4,4,43.9119,-69.2212,10,77.5,59,56.5,0.2,5,28,rasher_steneck,45,NA
2005,penobscot.bay,4,4,43.9209,-69.2123,10,80,45,64,0.4,5,28,rasher_steneck,44,NA
2005,penobscot.bay,4,4,43.8717,-69.1205,10,79,51.5,76,0.1,5,29,rasher_steneck,47,NA
2005,penobscot.bay,3,3,43.9798,-69.0903,10,72,65.5,55,3.1,5,29,rasher_steneck,54,NA
